0.00000,1.00000,4,4,0.025,0.025,1
0.00000,1.00000,4,4,0.05,0.025,1
0.00000,1.00000,4,4,0.075,0.024999999999999994,1
0.00000,1.00000,4,4,0.1,0.02500000000000001,1
0.00000,1.00000,4,4,0.25,0.15,1
0.00000,1.00000,4,4,0.3,0.04999999999999999,1
0.00000,1.00000,4,4,0.325,0.025000000000000022,1
0.00000,1.00000,4,4,0.35,0.024999999999999967,1
0.00000,1.00000,4,4,0.4,0.050000000000000044,1
0.00000,1.00000,4,4,0.425,0.024999999999999967,1
0.00000,1.00000,4,4,0.45,0.025000000000000022,1
0.00000,1.00000,4,4,0.475,0.024999999999999967,1
0.00000,1.00000,4,4,0.5,0.025000000000000022,1
0.00000,1.00000,4,4,0.525,0.025000000000000022,1
0.00000,1.00000,4,4,0.55,0.025000000000000022,1
0.00000,1.00000,4,4,0.6,0.04999999999999993,1
0.00000,1.00000,4,4,0.625,0.025000000000000022,1
0.00000,1.00000,4,4,0.675,0.050000000000000044,1
0.00000,1.00000,4,4,0.7,0.02499999999999991,1
0.00000,1.00000,4,4,0.75,0.050000000000000044,1
0.00000,1.00000,4,4,0.775,0.025000000000000022,1
0.00000,1.00000,4,4,0.825,0.04999999999999993,1
0.00000,1.00000,4,4,0.875,0.050000000000000044,1
0.00000,1.00000,4,4,0.9,0.025000000000000022,1
0.00000,1.00000,4,4,0.95,0.04999999999999993,1
0.00000,1.00000,4,4,1.0,0.050000000000000044,1
0.00000,1.00000,4,4,1.025,0.02499999999999991,1
0.00000,1.00000,4,4,1.075,0.050000000000000044,1
0.00000,1.00000,4,4,1.125,0.050000000000000044,1
0.00000,1.00000,4,4,1.15,0.02499999999999991,1
0.00000,1.00000,4,4,1.2,0.050000000000000044,1
0.00000,1.00000,4,4,1.25,0.050000000000000044,1
0.00000,1.00000,4,4,1.275,0.02499999999999991,1
0.00000,1.00000,4,4,1.325,0.050000000000000044,1
0.00000,1.00000,4,4,1.35,0.025000000000000133,1
0.00000,1.00000,4,4,1.4,0.04999999999999982,1
0.00000,1.00000,4,4,1.45,0.050000000000000044,1
0.00000,1.00000,4,4,1.5,0.050000000000000044,1
0.00000,1.00000,4,4,1.525,0.02499999999999991,1
0.00000,1.00000,4,4,2.25,0.7250000000000001,1
0.00000,1.00000,4,4,2.325,0.07500000000000018,1
0.00000,1.00000,4,4,2.4,0.07499999999999973,1
0.00000,1.00000,4,4,2.425,0.02499999999999991,1
0.00000,1.00000,4,4,2.5,0.07500000000000018,1
0.00000,1.00000,4,4,4.75,2.25,1
0.00000,1.00000,4,4,4.825,0.07500000000000018,1
0.00000,1.00000,4,4,4.875,0.04999999999999982,1
0.00000,1.00000,4,4,4.925,0.04999999999999982,1
0.00000,1.00000,4,4,4.95,0.025000000000000355,1
0.00000,1.00000,4,4,5.0,0.04999999999999982,1
0.00000,1.00000,4,4,5.05,0.04999999999999982,1
0.00000,1.00000,4,4,5.075,0.025000000000000355,1
0.00000,1.00000,4,4,5.125,0.04999999999999982,1
0.00000,1.00000,4,4,5.175,0.04999999999999982,1
0.00000,1.00000,4,4,5.2,0.025000000000000355,1
0.00000,1.00000,4,4,5.25,0.04999999999999982,1
0.07018,0.98246,2,4,7.25,2.0,0
0.13793,0.96552,2,4,7.325,0.07500000000000018,0
0.20339,0.94915,2,4,7.35,0.024999999999999467,0
0.26667,0.93333,2,4,7.4,0.05000000000000071,0
0.32787,0.91803,2,4,7.425,0.024999999999999467,0
0.38710,0.90323,2,4,7.475,0.04999999999999982,0
0.44444,0.88889,2,4,10.0,2.5250000000000004,0
0.50000,0.87500,2,4,10.1,0.09999999999999964,0
0.55385,0.86154,2,4,10.125,0.025000000000000355,0
0.60606,0.84848,2,4,10.175,0.05000000000000071,0
0.65672,0.83582,2,4,10.225,0.049999999999998934,0
0.70588,0.82353,2,4,10.25,0.025000000000000355,0
0.75362,0.81159,2,4,12.25,2.0,0
0.80000,0.80000,2,4,12.325,0.07499999999999929,0
0.84507,0.78873,2,4,12.375,0.05000000000000071,0
0.88889,0.77778,2,4,12.4,0.025000000000000355,0
0.93151,0.76712,2,4,12.45,0.049999999999998934,0
0.97297,0.75676,2,4,12.5,0.05000000000000071,0
1.01333,0.74667,2,4,13.0,0.5,0
1.05263,0.73684,2,4,13.075,0.07499999999999929,0
1.09091,0.72727,2,4,13.125,0.05000000000000071,0
1.12821,0.71795,2,4,13.15,0.025000000000000355,0
1.16456,0.70886,2,4,13.2,0.049999999999998934,0
1.20000,0.70000,2,4,13.25,0.05000000000000071,0
1.23457,0.69136,2,4,16.75,3.5,0
1.26829,0.68293,2,4,16.825,0.07499999999999929,0
